ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
na_18_4,A 1000 ml measuring cup is filled with 500 ml of the light blue solution.,dalle,4.5,4,2
na_19_4,A circuit diagram contains a battery and four small light bulbs.,automatikz,3,3.5,4
na_19_4,A circuit diagram contains a battery and four small light bulbs.,llama_tikz,1.5,2.5,4
na_19_4,A circuit diagram contains a battery and four small light bulbs.,gpt4o_tikz,4,4,5
na_19_4,A circuit diagram contains a battery and four small light bulbs.,stable_diffusion,4,4,4
na_19_4,A circuit diagram contains a battery and four small light bulbs.,llama_python,0,0,0
na_19_4,A circuit diagram contains a battery and four small light bulbs.,gpt4o_python,4.5,5,5
na_19_4,A circuit diagram contains a battery and four small light bulbs.,dalle,4,4,1
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,automatikz,5,4.5,4
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,llama_tikz,2,2.5,4
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,gpt4o_tikz,2.5,3,4
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,stable_diffusion,2.5,3,1
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,llama_python,4.5,5,4.5
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,gpt4o_python,5,5,5
na_20_4,The distance between the battery and the light bulb is 5 cm. The distance is marked with a line segment and the distance number.,dalle,3.5,3.5,1
nsa_1_4,3 dark green boxes are placed to the east of a tube.,automatikz,1.5,2,4
nsa_1_4,3 dark green boxes are placed to the east of a tube.,llama_tikz,1.5,2,4
nsa_1_4,3 dark green boxes are placed to the east of a tube.,gpt4o_tikz,3.5,4,4
nsa_1_4,3 dark green boxes are placed to the east of a tube.,stable_diffusion,2,2.5,4
nsa_1_4,3 dark green boxes are placed to the east of a tube.,llama_python,4.5,5,5
nsa_1_4,3 dark green boxes are placed to the east of a tube.,gpt4o_python,4,4,5
nsa_1_4,3 dark green boxes are placed to the east of a tube.,dalle,2.5,2.5,1
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",automatikz,3.5,4,5
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",llama_tikz,1.5,1.5,3
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",gpt4o_tikz,5,5,5
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",stable_diffusion,2.5,2.5,3
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",llama_python,0,0,0
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",gpt4o_python,5,5,5
nsa_2_4,"5 test tubes are aligned in a white; the first one is red, and the others are light blue.",dalle,3,3,1
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",automatikz,1.5,2.5,4
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",llama_tikz,2.5,3,4
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",gpt4o_tikz,4,4,5
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",stable_diffusion,1.5,2.5,5
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",llama_python,1.5,2.5,4.5
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",gpt4o_python,2.5,3,5
nsa_3_4,"3 parallel line segments are inside a circle, with all of their endpoints on the circle. Mark the endpoints with orange dots.",dalle,1.5,2,1
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",automatikz,1.5,1.5,3
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",llama_tikz,0,0,0
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",gpt4o_tikz,4,4.5,5
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",stable_diffusion,1.5,2,3
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",llama_python,0,0,0
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",gpt4o_python,3.5,4,5
nsa_4_4,"Two lines divide the dots into three clusters. Mark the rightmost cluster in light blue, the middle cluster in pink, and the last one in grey.",dalle,2.5,2,2
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,automatikz,3.5,3.5,4
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,llama_tikz,0,0,0
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,gpt4o_tikz,2.5,3.5,4
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,stable_diffusion,2.5,2.5,3
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,llama_python,1.5,3,5
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,gpt4o_python,2,2.5,4
nsa_5_4,8 lines are placed in a coordinate system and are symmetrical about the origin. Objects on the one side are in light green. Objects on the other side are in grey.,dalle,2.5,3,1
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,automatikz,2,2,3
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,llama_tikz,3,3,4
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,gpt4o_tikz,0,0,0
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,stable_diffusion,2.5,2.5,2
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,llama_python,2.5,3,4.5
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,gpt4o_python,5,4.5,4
nsa_6_4,Some cylinders are on opposite sides of a plane. There are 7 dark green ones on the left and 2 blue ones on the right.,dalle,2.5,2.5,2
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",automatikz,0,0,0
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",llama_tikz,0,0,0
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",gpt4o_tikz,0,0,0
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",stable_diffusion,2.5,2.5,3
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",llama_python,3,5,5
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",gpt4o_python,3.5,3.5,4
nsa_7_4,"A line graph with 4 blue lines increasing gradually and intersecting once, and 5 brown lines decreasing gradually without intersecting the other lines.",dalle,1.5,1.5,1
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,automatikz,2,1.5,2
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,llama_tikz,0,0,0
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,gpt4o_tikz,0,0,0
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,stable_diffusion,1,1,2
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,llama_python,5,4.5,5
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,gpt4o_python,5,4.5,4
nsa_8_4,A bar chart with 7 bars and mark the middle bar in yellow.,dalle,2.5,2.5,1
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,automatikz,3,3.5,4
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,llama_tikz,4,4.5,4
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,gpt4o_tikz,5,5,4
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,stable_diffusion,2.5,2.5,3
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,llama_python,0,0,0
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,gpt4o_python,3.5,4,4
nsa_9_4,Seven green dash lines are not parallel to each other. They pass through a orange plane and form the same angle with the plane.,dalle,2.5,2.5,2
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,automatikz,2,3,4
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,llama_tikz,1.5,2.5,4
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,gpt4o_tikz,4,4,3
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,stable_diffusion,2.5,2.5,3
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,llama_python,4.5,4.5,5
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,gpt4o_python,5,5,5
nsa_10_4,Six straight lines are located in a coordinate system and are symmetrical about the Y-axis in pairs. Each pair shares the same color.,dalle,1.5,1.5,1
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,automatikz,2,2.5,4
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,llama_tikz,1.5,1.5,3
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,gpt4o_tikz,2.5,3,4
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,stable_diffusion,1,1.5,2
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,llama_python,1,2.5,3
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,gpt4o_python,3,3,4
nsa_11_4,A small ball falls from a table 1.4 meters high and bounces to a height of 0.7 meters. The trajectory of the ball's fall and rebound is represented by a dark green dotted line.,dalle,2.5,2.5,1
nsa_12_4,"The box on the left contains 9 white balls, and the box on the right contains 4 light green balls and 3 dark green balls.",automatikz,1.5,1.5,3
nsa_12_4,"The box on the left contains 9 white balls, and the box on the right contains 4 light green balls and 3 dark green balls.",llama_tikz,0,0,0
nsa_12_4,"The box on the left contains 9 white balls, and the box on the right contains 4 light green balls and 3 dark green balls.",gpt4o_tikz,0,0,0
nsa_12_4,"The box on the left contains 9 white balls, and the box on the right contains 4 light green balls and 3 dark green balls.",stable_diffusion,1,1,1
nsa_12_4,"The box on the left contains 9 white balls, and the box on the right contains 4 light green balls and 3 dark green balls.",llama_python,1.5,3,2.5
